apk,lang,source,version,extension_class_refs,i18n_files,detected_multisrc
tachiyomi-ja.ganganonline-v1.4.2.apk,ja,ganganonline,1.4.2,55,,
tachiyomi-ja.ganma-v1.4.3.apk,ja,ganma,1.4.3,141,,
tachiyomi-ja.gaugaumonsterplus-v1.4.2.apk,ja,gaugaumonsterplus,1.4.2,12,,
tachiyomi-ja.gorakuweb-v1.4.1.apk,ja,gorakuweb,1.4.1,42,,
tachiyomi-ja.hachiraw-v1.4.1.apk,ja,hachiraw,1.4.1,14,,
tachiyomi-ja.ichicomi-v1.4.9.apk,ja,ichicomi,1.4.9,5,,
tachiyomi-ja.idolgravureprincessdate-v1.4.4.apk,ja,idolgravureprincessdate,1.4.4,4,,
tachiyomi-ja.jnbooks-v1.4.2.apk,ja,jnbooks,1.4.2,4,,
tachiyomi-ja.jumprookie-v1.4.1.apk,ja,jumprookie,1.4.1,7,,
tachiyomi-ja.kadocomi-v1.4.2.apk,ja,kadocomi,1.4.2,45,,
tachiyomi-ja.kimicomi-v1.4.3.apk,ja,kimicomi,1.4.3,4,,
tachiyomi-ja.kisslove-v1.4.19.apk,ja,kisslove,1.4.19,38,assets/i18n/messages_en.properties;assets/i18n/messages_ja.properties;assets/i18n/messages_zh.properties,
tachiyomi-ja.kumaraw-v1.4.1.apk,ja,kumaraw,1.4.1,11,,
tachiyomi-ja.kuragebunch-v1.4.9.apk,ja,kuragebunch,1.4.9,4,,
tachiyomi-ja.magazinepocket-v1.4.11.apk,ja,magazinepocket,1.4.11,55,,
tachiyomi-ja.magcomi-v1.4.11.apk,ja,magcomi,1.4.11,4,,
tachiyomi-ja.magkan-v1.4.3.apk,ja,magkan,1.4.3,4,,
tachiyomi-ja.manga1000-v1.4.12.apk,ja,manga1000,1.4.12,4,,
tachiyomi-ja.manga9co-v1.4.8.apk,ja,manga9co,1.4.8,8,,
tachiyomi-ja.mangabang-v1.4.3.apk,ja,mangabang,1.4.3,4,,
tachiyomi-ja.mangacross-v1.4.7.apk,ja,mangacross,1.4.7,4,,
tachiyomi-ja.mangagun-v1.4.17.apk,ja,mangagun,1.4.17,7,,
tachiyomi-ja.mangakuro-v1.4.1.apk,ja,mangakuro,1.4.1,5,,
tachiyomi-ja.mangamura-v1.4.3.apk,ja,mangamura,1.4.3,9,,
tachiyomi-ja.mangaparkpublisher-v1.4.1.apk,ja,mangaparkpublisher,1.4.1,23,,
tachiyomi-ja.mangatoshokanz-v1.4.1.apk,ja,mangatoshokanz,1.4.1,27,,
tachiyomi-ja.mangaupjapan-v1.4.1.apk,ja,mangaupjapan,1.4.1,20,,
tachiyomi-ja.momonga-v1.4.1.apk,ja,momonga,1.4.1,10,,
tachiyomi-ja.nicomanga-v1.4.10.apk,ja,nicomanga,1.4.10,5,,
tachiyomi-ja.nicovideoseiga-v1.4.7.apk,ja,nicovideoseiga,1.4.7,46,,
tachiyomi-ja.nikkangecchan-v1.4.2.apk,ja,nikkangecchan,1.4.2,7,,
tachiyomi-ja.ohtawebcomic-v1.4.2.apk,ja,ohtawebcomic,1.4.2,16,,
tachiyomi-ja.piccoma-v1.4.1.apk,ja,piccoma,1.4.1,33,,
tachiyomi-ja.pixivcomic-v1.4.3.apk,ja,pixivcomic,1.4.3,72,,
tachiyomi-ja.raw1001-v1.4.3.apk,ja,raw1001,1.4.3,4,,
tachiyomi-ja.raw18-v1.4.7.apk,ja,raw18,1.4.7,5,assets/i18n/messages_en.properties;assets/i18n/messages_ja.properties;assets/i18n/messages_vi.properties,wpcomics
tachiyomi-ja.rawbaka-v1.4.45.apk,ja,rawbaka,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ja.rawdevartart-v1.4.4.apk,ja,rawdevartart,1.4.4,52,,
tachiyomi-ja.rawinu-v1.4.13.apk,ja,rawinu,1.4.13,6,,
tachiyomi-ja.rawjx-v1.4.45.apk,ja,rawjx,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ja.rawkuma-v1.4.36.apk,ja,rawkuma,1.4.36,5,,
tachiyomi-ja.rawlh-v1.4.15.apk,ja,rawlh,1.4.15,5,,
tachiyomi-ja.rawotaku-v1.4.3.apk,ja,rawotaku,1.4.3,8,,
tachiyomi-ja.rawxz-v1.4.48.apk,ja,rawxz,1.4.48,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ja.rimacomiplus-v1.4.2.apk,ja,rimacomiplus,1.4.2,4,,
tachiyomi-ja.senmanga-v1.4.7.apk,ja,senmanga,1.4.7,12,,
tachiyomi-ja.shonenjumpplus-v1.4.11.apk,ja,shonenjumpplus,1.4.11,4,,
tachiyomi-ja.sundaywebevery-v1.4.9.apk,ja,sundaywebevery,1.4.9,4,,
tachiyomi-ja.syosetu-v1.4.6.apk,ja,syosetu,1.4.6,3,,
tachiyomi-ja.takecomic-v1.4.3.apk,ja,takecomic,1.4.3,4,,
tachiyomi-ja.tonarinoyoungjump-v1.4.9.apk,ja,tonarinoyoungjump,1.4.9,4,,
tachiyomi-ja.twi4-v1.4.5.apk,ja,twi4,1.4.5,13,,
tachiyomi-ja.unext-v1.4.2.apk,ja,unext,1.4.2,176,,
tachiyomi-ja.welovemangaone-v1.4.12.apk,ja,welovemangaone,1.4.12,5,,
tachiyomi-ja.yanmaga-v1.4.3.apk,ja,yanmaga,1.4.3,16,,
tachiyomi-ja.ynjn-v1.4.1.apk,ja,ynjn,1.4.1,74,,
tachiyomi-ja.yomonga-v1.4.1.apk,ja,yomonga,1.4.1,10,,
tachiyomi-ja.younganimal-v1.4.2.apk,ja,younganimal,1.4.2,4,,
tachiyomi-ja.youngchampion-v1.4.2.apk,ja,youngchampion,1.4.2,4,,
tachiyomi-ja.zenon-v1.4.9.apk,ja,zenon,1.4.9,4,,
tachiyomi-ja.zerosumonline-v1.4.1.apk,ja,zerosumonline,1.4.1,30,,
tachiyomi-ko.blacktoon-v1.4.1.apk,ko,blacktoon,1.4.1,30,,
tachiyomi-ko.manhwaraw-v1.4.47.apk,ko,manhwaraw,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ko.manytoonclub-v1.4.47.apk,ko,manytoonclub,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ko.navercomic-v1.4.6.apk,ko,navercomic,1.4.6,43,,
tachiyomi-ko.newtoki-v1.4.33.apk,ko,newtoki,1.4.33,44,,
tachiyomi-ko.rawdex-v1.4.46.apk,ko,rawdex,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ko.toon11-v1.4.1.apk,ko,toon11,1.4.1,9,,
tachiyomi-ko.toonkor-v1.4.5.apk,ko,toonkor,1.4.5,13,,
tachiyomi-ko.wolfdotcom-v1.4.3.apk,ko,wolfdotcom,1.4.3,27,,
tachiyomi-pl.mangahona-v1.4.45.apk,pl,mangahona,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-pt.amuy-v1.4.46.apk,pt,amuy,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-pt.animexnovel-v1.4.15.apk,pt,animexnovel,1.4.15,12,,
tachiyomi-pt.apecomics-v1.4.44.apk,pt,apecomics,1.4.44,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-pt.apenasumafa-v1.4.11.apk,pt,apenasumafa,1.4.11,4,,zeistmanga
tachiyomi-pt.argoscomics-v1.4.53.apk,pt,argoscomics,1.4.53,49,,
tachiyomi-pt.argosscan-v1.4.27.apk,pt,argosscan,1.4.27,9,,
tachiyomi-pt.arthurscan-v1.4.51.apk,pt,arthurscan,1.4.51,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-pt.astratoons-v1.4.7.apk,pt,astratoons,1.4.7,13,,
tachiyomi-pt.atemporal-v1.4.44.apk,pt,atemporal,1.4.44,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-pt.azuretoons-v1.4.2.apk,pt,azuretoons,1.4.2,31,,
tachiyomi-pt.bakai-v1.4.13.apk,pt,bakai,1.4.13,12,,
tachiyomi-pt.blackoutcomics-v1.4.8.apk,pt,blackoutcomics,1.4.8,12,,
