apk,lang,source,version,extension_class_refs,i18n_files,detected_multisrc
tachiyomi-all.ahottie-v1.4.2.apk,all,ahottie,1.4.2,8,,
tachiyomi-all.akuma-v1.4.7.apk,all,akuma,1.4.7,21,,
tachiyomi-all.asmhentai-v1.4.8.apk,all,asmhentai,1.4.8,6,,
tachiyomi-all.baobua-v1.4.3.apk,all,baobua,1.4.3,10,,
tachiyomi-all.beauty3600000-v1.4.2.apk,all,beauty3600000,1.4.2,10,,
tachiyomi-all.buondua-v1.4.6.apk,all,buondua,1.4.6,6,,
tachiyomi-all.comicfury-v1.4.6.apk,all,comicfury,1.4.6,16,,
tachiyomi-all.comicgrowl-v1.4.10.apk,all,comicgrowl,1.4.10,4,,
tachiyomi-all.comicklive-v1.4.3.apk,all,comicklive,1.4.3,87,,
tachiyomi-all.comicskingdom-v1.4.2.apk,all,comicskingdom,1.4.2,33,,
tachiyomi-all.comicsvalley-v1.4.47.apk,all,comicsvalley,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-all.comikey-v1.4.3.apk,all,comikey,1.4.3,71,assets/i18n/messages_en.properties;assets/i18n/messages_pt_br.properties,
tachiyomi-all.commitstrip-v1.4.3.apk,all,commitstrip,1.4.3,11,,
tachiyomi-all.coomer-v1.4.23.apk,all,coomer,1.4.23,4,,
tachiyomi-all.coronaex-v1.4.1.apk,all,coronaex,1.4.1,60,,
tachiyomi-all.cosplaytele-v1.4.4.apk,all,cosplaytele,1.4.4,12,,
tachiyomi-all.cubari-v1.4.26.apk,all,cubari,1.4.26,41,,
tachiyomi-all.danbooru-v1.4.3.apk,all,danbooru,1.4.3,22,,
tachiyomi-all.deviantart-v1.4.9.apk,all,deviantart,1.4.9,11,,
tachiyomi-all.dragonballmultiverse-v1.4.6.apk,all,dragonballmultiverse,1.4.6,42,,
tachiyomi-all.ehentai-v1.4.27.apk,all,ehentai,1.4.27,67,,
tachiyomi-all.elitebabes-v1.4.1.apk,all,elitebabes,1.4.1,4,,
tachiyomi-all.everiaclub-v1.4.9.apk,all,everiaclub,1.4.9,9,,
tachiyomi-all.everiaclubcom-v1.4.1.apk,all,everiaclubcom,1.4.1,8,,
tachiyomi-all.femjoyhunter-v1.4.1.apk,all,femjoyhunter,1.4.1,4,,
tachiyomi-all.foamgirl-v1.4.3.apk,all,foamgirl,1.4.3,6,,
tachiyomi-all.foolslidecustomizable-v1.4.4.apk,all,foolslidecustomizable,1.4.4,7,,foolslide
tachiyomi-all.ftvhunter-v1.4.1.apk,all,ftvhunter,1.4.1,4,,
tachiyomi-all.globalcomix-v1.4.2.apk,all,globalcomix,1.4.2,91,assets/i18n/messages_en.properties,
tachiyomi-all.grabberzone-v1.4.45.apk,all,grabberzone,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-all.hdoujin-v1.4.1.apk,all,hdoujin,1.4.1,65,,
tachiyomi-all.hennojin-v1.4.2.apk,all,hennojin,1.4.2,10,,
tachiyomi-all.hentai3-v1.4.2.apk,all,hentai3,1.4.2,11,,
tachiyomi-all.hentaicosplay-v1.4.7.apk,all,hentaicosplay,1.4.7,10,,
tachiyomi-all.hentaiera-v1.4.7.apk,all,hentaiera,1.4.7,6,,
tachiyomi-all.hentaifox-v1.4.13.apk,all,hentaifox,1.4.13,9,,
tachiyomi-all.hentaihand-v1.4.9.apk,all,hentaihand,1.4.9,40,,
tachiyomi-all.hitomi-v1.4.41.apk,all,hitomi,1.4.41,73,,
tachiyomi-all.hniscantrad-v1.4.9.apk,all,hniscantrad,1.4.9,5,,pizzareader
tachiyomi-all.holonometria-v1.4.3.apk,all,holonometria,1.4.3,7,,
tachiyomi-all.honeytoon-v1.4.1.apk,all,honeytoon,1.4.1,21,assets/i18n/messages_en.properties;assets/i18n/messages_pt_br.properties,
tachiyomi-all.imhentai-v1.4.21.apk,all,imhentai,1.4.21,8,,
tachiyomi-all.izneo-v1.4.8.apk,all,izneo,1.4.8,35,,
tachiyomi-all.joymiihub-v1.4.1.apk,all,joymiihub,1.4.1,4,,
tachiyomi-all.junmeitu-v1.4.6.apk,all,junmeitu,1.4.6,18,,
tachiyomi-all.kemono-v1.4.24.apk,all,kemono,1.4.24,3,,
tachiyomi-all.kiutaku-v1.4.3.apk,all,kiutaku,1.4.3,10,,
tachiyomi-all.koharu-v1.4.17.apk,all,koharu,1.4.17,92,,
tachiyomi-all.komga-v1.4.64.apk,all,komga,1.4.64,91,,
tachiyomi-all.lanraragi-v1.4.20.apk,all,lanraragi,1.4.20,49,,
tachiyomi-all.leagueoflegends-v1.4.2.apk,all,leagueoflegends,1.4.2,39,,
tachiyomi-all.lunaranime-v1.4.1.apk,all,lunaranime,1.4.1,80,,
tachiyomi-all.luscious-v1.4.24.apk,all,luscious,1.4.24,64,,
tachiyomi-all.magicaltranslators-v1.4.7.apk,all,magicaltranslators,1.4.7,8,,
tachiyomi-all.manga18me-v1.4.1.apk,all,manga18me,1.4.1,12,,
tachiyomi-all.mangaball-v1.4.1.apk,all,mangaball,1.4.1,59,,
tachiyomi-all.mangacrazy-v1.4.45.apk,all,mangacrazy,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-all.mangadex-v1.4.206.apk,all,mangadex,1.4.206,243,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties;assets/i18n/messages_ru.properties,
tachiyomi-all.mangadraft-v1.4.1.apk,all,mangadraft,1.4.1,36,,
tachiyomi-all.mangafire-v1.4.18.apk,all,mangafire,1.4.18,56,,
tachiyomi-all.mangaforfree-v1.4.46.apk,all,mangaforfree,1.4.46,8,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-all.mangaplus-v1.4.57.apk,all,mangaplus,1.4.57,122,assets/i18n/messages_en.properties;assets/i18n/messages_pt_br.properties;assets/i18n/messages_vi.properties,
tachiyomi-all.mangapluscreators-v1.4.2.apk,all,mangapluscreators,1.4.2,47,,
tachiyomi-all.mangareaderto-v1.4.9.apk,all,mangareaderto,1.4.9,30,,
tachiyomi-all.mangataro-v1.4.9.apk,all,mangataro,1.4.9,98,,
tachiyomi-all.mangatoon-v1.4.6.apk,all,mangatoon,1.4.6,19,,
tachiyomi-all.mangaup-v1.4.6.apk,all,mangaup,1.4.6,66,,
tachiyomi-all.mango-v1.4.11.apk,all,mango,1.4.11,20,,
tachiyomi-all.manhuarm-v1.4.60.apk,all,manhuarm,1.4.60,60,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_manhuarm_en.properties;assets/i18n/messages_manhuarm_es.properties;assets/i18n/messages_manhuarm_fr.properties;assets/i18n/messages_manhuarm_id.properties;assets/i18n/messages_manhuarm_it.properties;assets/i18n/messages_manhuarm_pt_br.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-all.manhwa18cc-v1.4.51.apk,all,manhwa18cc,1.4.51,8,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-all.manhwa18net-v1.4.11.apk,all,manhwa18net,1.4.11,36,,
tachiyomi-all.manhwaclubnet-v1.4.45.apk,all,manhwaclubnet,1.4.45,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-all.manhwadashraw-v1.4.47.apk,all,manhwadashraw,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-all.mayotune-v1.4.2.apk,all,mayotune,1.4.2,10,,
tachiyomi-all.metarthunter-v1.4.1.apk,all,metarthunter,1.4.1,4,,
tachiyomi-all.miauscan-v1.4.36.apk,all,miauscan,1.4.36,6,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-all.misskon-v1.4.2.apk,all,misskon,1.4.2,11,,
tachiyomi-all.mitaku-v1.4.3.apk,all,mitaku,1.4.3,9,,
tachiyomi-all.myreadingmanga-v1.4.60.apk,all,myreadingmanga,1.4.60,23,,
tachiyomi-all.namicomi-v1.4.4.apk,all,namicomi,1.4.4,183,assets/i18n/messages_en.properties,
tachiyomi-all.nhentai-v1.4.54.apk,all,nhentai,1.4.54,56,,
tachiyomi-all.nhentaicom-v1.4.9.apk,all,nhentaicom,1.4.9,28,,
tachiyomi-all.niadd-v1.4.1.apk,all,niadd,1.4.1,6,,
tachiyomi-all.ninemanga-v1.4.25.apk,all,ninemanga,1.4.25,25,,
tachiyomi-all.novelcool-v1.4.4.apk,all,novelcool,1.4.4,37,,
tachiyomi-all.pandachaika-v1.4.2.apk,all,pandachaika,1.4.2,50,,
tachiyomi-all.peppercarrot-v1.4.4.apk,all,peppercarrot,1.4.4,31,,
tachiyomi-all.photos18-v1.4.6.apk,all,photos18,1.4.6,9,,
tachiyomi-all.pixiv-v1.4.12.apk,all,pixiv,1.4.12,125,,
tachiyomi-all.playmatehunter-v1.4.1.apk,all,playmatehunter,1.4.1,4,,
tachiyomi-all.pornpics-v1.4.2.apk,all,pornpics,1.4.2,40,assets/i18n/messages_en.properties;assets/i18n/messages_zh.properties,
tachiyomi-all.projectsuki-v1.4.5.apk,all,projectsuki,1.4.5,188,,
tachiyomi-all.pururin-v1.4.10.apk,all,pururin,1.4.10,22,,
tachiyomi-all.qtoon-v1.4.1.apk,all,qtoon,1.4.1,73,,
tachiyomi-all.ravensscans-v1.4.8.apk,all,ravensscans,1.4.8,5,,
tachiyomi-all.sakuramanhwa-v1.4.3.apk,all,sakuramanhwa,1.4.3,73,,
tachiyomi-all.sandraandwoo-v1.4.2.apk,all,sandraandwoo,1.4.2,8,,
tachiyomi-all.seraphicdeviltry-v1.4.46.apk,all,seraphicdeviltry,1.4.46,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-all.simplycosplay-v1.4.2.apk,all,simplycosplay,1.4.2,58,,
tachiyomi-all.simplyhentai-v1.4.8.apk,all,simplyhentai,1.4.8,68,,
tachiyomi-all.taddyink-v1.4.1.apk,all,taddyink,1.4.1,48,,
tachiyomi-all.tappytoon-v1.4.10.apk,all,tappytoon,1.4.10,33,,
tachiyomi-all.thelibraryofohara-v1.4.1.apk,all,thelibraryofohara,1.4.1,9,,
tachiyomi-all.thunderscans-v1.4.42.apk,all,thunderscans,1.4.42,7,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-all.toomics-v1.4.9.apk,all,toomics,1.4.9,26,,
tachiyomi-all.twicomi-v1.4.1.apk,all,twicomi,1.4.1,46,,
tachiyomi-all.vinnieVeritas-v1.4.2.apk,all,vinnieVeritas,1.4.2,8,,
tachiyomi-all.webtoons-v1.4.52.apk,all,webtoons,1.4.52,37,,
tachiyomi-all.webtoonstranslate-v1.4.9.apk,all,webtoonstranslate,1.4.9,31,,
tachiyomi-all.weebdex-v1.4.7.apk,all,weebdex,1.4.7,129,,
tachiyomi-all.xarthunter-v1.4.1.apk,all,xarthunter,1.4.1,4,,
tachiyomi-all.xasiatalbums-v1.4.1.apk,all,xasiatalbums,1.4.1,11,,
tachiyomi-all.xgmn-v1.4.2.apk,all,xgmn,1.4.2,7,,
tachiyomi-all.xinmeitulu-v1.4.5.apk,all,xinmeitulu,1.4.5,10,,
tachiyomi-all.xiutaku-v1.4.1.apk,all,xiutaku,1.4.1,6,,
tachiyomi-all.xkcd-v1.4.16.apk,all,xkcd,1.4.16,25,,
tachiyomi-all.yabai-v1.4.2.apk,all,yabai,1.4.2,62,,
tachiyomi-all.yaoimangaonline-v1.4.4.apk,all,yaoimangaonline,1.4.4,10,,
tachiyomi-all.yellownote-v1.4.3.apk,all,yellownote,1.4.3,19,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_ko.properties;assets/i18n/messages_zh_hans.properties;assets/i18n/messages_zh_hant.properties,
tachiyomi-all.yskcomics-v1.4.1.apk,all,yskcomics,1.4.1,46,,
tachiyomi-ar.arabshentai-v1.4.2.apk,ar,arabshentai,1.4.2,12,,
tachiyomi-ar.arabtoons-v1.4.46.apk,ar,arabtoons,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ar.arbxcomix-v1.4.45.apk,ar,arbxcomix,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ar.areamanga-v1.4.32.apk,ar,areamanga,1.4.32,10,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-ar.areascans-v1.4.32.apk,ar,areascans,1.4.32,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-ar.azora-v1.4.55.apk,ar,azora,1.4.55,4,,
tachiyomi-ar.beastscans-v1.4.33.apk,ar,beastscans,1.4.33,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-ar.crowscans-v1.4.45.apk,ar,crowscans,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ar.detectiveconanar-v1.4.47.apk,ar,detectiveconanar,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ar.dilar-v1.4.6.apk,ar,dilar,1.4.6,17,,
tachiyomi-ar.empirewebtoon-v1.4.50.apk,ar,empirewebtoon,1.4.50,8,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ar.goldenmanga-v1.4.45.apk,ar,goldenmanga,1.4.45,3,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ar.hentaislayer-v1.4.4.apk,ar,hentaislayer,1.4.4,8,,
tachiyomi-ar.hijala-v1.4.32.apk,ar,hijala,1.4.32,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-ar.iimanga-v1.4.33.apk,ar,iimanga,1.4.33,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-ar.lonertranslations-v1.4.11.apk,ar,lonertranslations,1.4.11,4,,zeistmanga
tachiyomi-ar.manga3asq-v1.4.47.apk,ar,manga3asq,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ar.mangaailand-v1.4.11.apk,ar,mangaailand,1.4.11,4,,zeistmanga
tachiyomi-ar.mangahub-v1.4.12.apk,ar,mangahub,1.4.12,4,,zeistmanga
tachiyomi-ar.mangalek-v1.4.53.apk,ar,mangalek,1.4.53,17,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ar.mangalink-v1.4.50.apk,ar,mangalink,1.4.50,9,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ar.mangalionz-v1.4.49.apk,ar,mangalionz,1.4.49,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ar.mangapro-v1.4.46.apk,ar,mangapro,1.4.46,130,,
tachiyomi-ar.mangarabic-v1.4.47.apk,ar,mangarabic,1.4.47,3,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ar.mangarose-v1.4.45.apk,ar,mangarose,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ar.mangaspark-v1.4.51.apk,ar,mangaspark,1.4.51,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ar.mangastarz-v1.4.54.apk,ar,mangastarz,1.4.54,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ar.mangaswat-v1.4.58.apk,ar,mangaswat,1.4.58,48,,
tachiyomi-ar.mangatales-v1.4.3.apk,ar,mangatales,1.4.3,27,,
tachiyomi-ar.mangatrend-v1.4.30.apk,ar,mangatrend,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-ar.mangatuk-v1.4.45.apk,ar,mangatuk,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ar.mangaxcore-v1.4.45.apk,ar,mangaxcore,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ar.manhatic-v1.4.45.apk,ar,manhatic,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ar.manhatok-v1.4.11.apk,ar,manhatok,1.4.11,4,,zeistmanga
tachiyomi-ar.murim-v1.4.11.apk,ar,murim,1.4.11,4,,zeistmanga
tachiyomi-ar.nijitranslations-v1.4.46.apk,ar,nijitranslations,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ar.oduto-v1.4.1.apk,ar,oduto,1.4.1,4,,
tachiyomi-ar.olaoe-v1.4.45.apk,ar,olaoe,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ar.onma-v1.4.15.apk,ar,onma,1.4.15,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,
tachiyomi-ar.paradisebl-v1.4.45.apk,ar,paradisebl,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ar.rocksmanga-v1.4.48.apk,ar,rocksmanga,1.4.48,7,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ar.scans4u-v1.4.18.apk,ar,scans4u,1.4.18,4,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-ar.shqqaa-v1.4.2.apk,ar,shqqaa,1.4.2,6,,
tachiyomi-ar.stellarsaber-v1.4.30.apk,ar,stellarsaber,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-ar.teamx-v1.4.25.apk,ar,teamx,1.4.25,14,,
tachiyomi-ar.yokai-v1.4.12.apk,ar,yokai,1.4.12,4,,zeistmanga
tachiyomi-ar.yonabar-v1.4.45.apk,ar,yonabar,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-ar.yurimoonsub-v1.4.12.apk,ar,yurimoonsub,1.4.12,5,,zeistmanga
tachiyomi-bg.utsukushii-v1.4.13.apk,bg,utsukushii,1.4.13,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,
tachiyomi-ca.fansubscat-v1.4.6.apk,ca,fansubscat,1.4.6,4,,
tachiyomi-ca.fansubscathentai-v1.4.6.apk,ca,fansubscathentai,1.4.6,4,,
tachiyomi-cs.evilproduction-v1.4.30.apk,cs,evilproduction,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-de.mangatube-v1.4.2.apk,de,mangatube,1.4.2,13,,
tachiyomi-en.adultwebtoon-v1.4.49.apk,en,adultwebtoon,1.4.49,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.aeinscans-v1.4.19.apk,en,aeinscans,1.4.19,4,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-en.akaicomic-v1.4.2.apk,en,akaicomic,1.4.2,30,,
tachiyomi-en.alandal-v1.4.1.apk,en,alandal,1.4.1,57,,
tachiyomi-en.allanime-v1.4.10.apk,en,allanime,1.4.10,109,,
tachiyomi-en.allporncomic-v1.4.46.apk,en,allporncomic,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.anisascans-v1.4.45.apk,en,anisascans,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.apcomics-v1.4.45.apk,en,apcomics,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.aquamanga-v1.4.54.apk,en,aquamanga,1.4.54,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.arcanescans-v1.4.45.apk,en,arcanescans,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.arcrelight-v1.4.14.apk,en,arcrelight,1.4.14,4,,
tachiyomi-en.armageddon-v1.4.31.apk,en,armageddon,1.4.31,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.artlapsa-v1.4.19.apk,en,artlapsa,1.4.19,8,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-en.arvencomics-v1.4.46.apk,en,arvencomics,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.arvenscans-v1.4.51.apk,en,arvenscans,1.4.51,6,,
tachiyomi-en.aryascans-v1.4.46.apk,en,aryascans,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.asmotoon-v1.4.18.apk,en,asmotoon,1.4.18,4,assets/i18n/messages_ar.properties;assets/i18n/messages_en.properties;assets/i18n/messages_fr.properties,keyoapp
tachiyomi-en.assortedscans-v1.4.16.apk,en,assortedscans,1.4.16,4,,
tachiyomi-en.asurascans-v1.4.54.apk,en,asurascans,1.4.54,53,,
tachiyomi-en.athreascans-v1.4.30.apk,en,athreascans,1.4.30,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.atsumaru-v1.4.11.apk,en,atsumaru,1.4.11,81,,
tachiyomi-en.aurora-v1.4.4.apk,en,aurora,1.4.4,4,,
tachiyomi-en.azcomic-v1.4.1.apk,en,azcomic,1.4.1,26,,
tachiyomi-en.azuki-v1.4.1.apk,en,azuki,1.4.1,37,,
tachiyomi-en.baektoons-v1.4.30.apk,en,baektoons,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.bakkin-v1.4.7.apk,en,bakkin,1.4.7,3,,
tachiyomi-en.bakkinselfhosted-v1.4.7.apk,en,bakkinselfhosted,1.4.7,5,,
tachiyomi-en.batcave-v1.4.5.apk,en,batcave,1.4.5,39,,
tachiyomi-en.battleinfivesecondsaftermeeting-v1.4.45.apk,en,battleinfivesecondsaftermeeting,1.4.45,5,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.beehentai-v1.4.20.apk,en,beehentai,1.4.20,4,,
tachiyomi-en.bookwalker-v1.4.5.apk,en,bookwalker,1.4.5,175,,
tachiyomi-en.boratscans-v1.4.45.apk,en,boratscans,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.boxmanhwa-v1.4.20.apk,en,boxmanhwa,1.4.20,4,,
tachiyomi-en.broccolisoup-v1.4.1.apk,en,broccolisoup,1.4.1,4,,
tachiyomi-en.buttsmithy-v1.4.4.apk,en,buttsmithy,1.4.4,5,,
tachiyomi-en.clonemanga-v1.4.2.apk,en,clonemanga,1.4.2,6,,
tachiyomi-en.clowncorps-v1.4.3.apk,en,clowncorps,1.4.3,13,,
tachiyomi-en.cocomic-v1.4.46.apk,en,cocomic,1.4.46,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.coffeemanga-v1.4.49.apk,en,coffeemanga,1.4.49,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.collectedcurios-v1.4.1.apk,en,collectedcurios,1.4.1,4,,
tachiyomi-en.comichubfree-v1.4.2.apk,en,comichubfree,1.4.2,4,,
tachiyomi-en.comickiba-v1.4.37.apk,en,comickiba,1.4.37,4,,
tachiyomi-en.comix-v1.4.8.apk,en,comix,1.4.8,79,,
tachiyomi-en.culturedworks-v1.4.30.apk,en,culturedworks,1.4.30,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.cutiecomics-v1.4.2.apk,en,cutiecomics,1.4.2,9,,
tachiyomi-en.dankefurslesen-v1.4.6.apk,en,dankefurslesen,1.4.6,4,,
tachiyomi-en.darklegacycomics-v1.4.1.apk,en,darklegacycomics,1.4.1,6,,
tachiyomi-en.darkscans-v1.4.47.apk,en,darkscans,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.darkscience-v1.4.1.apk,en,darkscience,1.4.1,4,,
tachiyomi-en.darthsdroids-v1.4.1.apk,en,darthsdroids,1.4.1,7,,
tachiyomi-en.deathtollscans-v1.4.4.apk,en,deathtollscans,1.4.4,4,,foolslide
tachiyomi-en.decadencescans-v1.4.47.apk,en,decadencescans,1.4.47,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.digitalcomicmuseum-v1.4.3.apk,en,digitalcomicmuseum,1.4.3,5,,
tachiyomi-en.divascans-v1.4.12.apk,en,divascans,1.4.12,4,,
tachiyomi-en.doujinio-v1.4.2.apk,en,doujinio,1.4.2,46,,
tachiyomi-en.doujins-v1.4.6.apk,en,doujins,1.4.6,14,,
tachiyomi-en.dragontea-v1.4.49.apk,en,dragontea,1.4.49,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
tachiyomi-en.drakescans-v1.4.45.apk,en,drakescans,1.4.45,7,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.dynasty-v1.4.29.apk,en,dynasty,1.4.29,71,,
tachiyomi-en.eggporncomics-v1.4.2.apk,en,eggporncomics,1.4.2,13,,
tachiyomi-en.egscomics-v1.4.1.apk,en,egscomics,1.4.1,4,,
tachiyomi-en.eighteenporncomic-v1.4.1.apk,en,eighteenporncomic,1.4.1,3,,
tachiyomi-en.eightmuses-v1.4.2.apk,en,eightmuses,1.4.2,4,,
tachiyomi-en.elanschool-v1.4.1.apk,en,elanschool,1.4.1,6,,
tachiyomi-en.elftoon-v1.4.32.apk,en,elftoon,1.4.32,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties,mangathemesia
tachiyomi-en.epicmanga-v1.4.45.apk,en,epicmanga,1.4.45,4,assets/i18n/messages_en.properties;assets/i18n/messages_es.properties;assets/i18n/messages_pt_br.properties,madara
